name,                                                                                 tag,           code,       description
application/vnd.exstream-empower+zip,                                                 mimetype,      0x0020028d,
application/vnd.exstream-package,                                                     mimetype,      0x0020028e,
application/vnd.ezpix-album,                                                          mimetype,      0x0020028f,
application/vnd.ezpix-package,                                                        mimetype,      0x00200290,
application/vnd.f-secure.mobile,                                                      mimetype,      0x00200291,
application/vnd.fastcopy-disk-image,                                                  mimetype,      0x00200292,
application/vnd.fdf,                                                                  mimetype,      0x00200293,
application/vnd.fdsn.mseed,                                                           mimetype,      0x00200294,
application/vnd.fdsn.seed,                                                            mimetype,      0x00200295,
application/vnd.ffsns,                                                                mimetype,      0x00200296,
application/vnd.ficlab.flb+zip,                                                       mimetype,      0x00200297,
application/vnd.filmit.zfc,                                                           mimetype,      0x00200298,
application/vnd.fints,                                                                mimetype,      0x00200299,
application/vnd.firemonkeys.cloudcell,                                                mimetype,      0x0020029a,
application/vnd.FloGraphIt,                                                           mimetype,      0x0020029b,
application/vnd.fluxtime.clip,                                                        mimetype,      0x0020029c,
application/vnd.font-fontforge-sfd,                                                   mimetype,      0x0020029d,
application/vnd.framemaker,                                                           mimetype,      0x0020029e,
application/vnd.frogans.fnc,                                                          mimetype,      0x0020029f,
application/vnd.frogans.ltf,                                                          mimetype,      0x002002a0,
application/vnd.fsc.weblaunch,                                                        mimetype,      0x002002a1,
application/vnd.fujitsu.oasys,                                                        mimetype,      0x002002a2,
application/vnd.fujitsu.oasys2,                                                       mimetype,      0x002002a3,
application/vnd.fujitsu.oasys3,                                                       mimetype,      0x002002a4,
application/vnd.fujitsu.oasysgp,                                                      mimetype,      0x002002a5,
application/vnd.fujitsu.oasysprs,                                                     mimetype,      0x002002a6,
application/vnd.fujixerox.ART4,                                                       mimetype,      0x002002a7,
application/vnd.fujixerox.ART-EX,                                                     mimetype,      0x002002a8,
application/vnd.fujixerox.ddd,                                                        mimetype,      0x002002a9,
application/vnd.fujixerox.docuworks,                                                  mimetype,      0x002002aa,
application/vnd.fujixerox.docuworks.binder,                                           mimetype,      0x002002ab,
application/vnd.fujixerox.docuworks.container,                                        mimetype,      0x002002ac,
application/vnd.fujixerox.HBPL,                                                       mimetype,      0x002002ad,
application/vnd.fut-misnet,                                                           mimetype,      0x002002ae,
application/vnd.futoin+cbor,                                                          mimetype,      0x002002af,
application/vnd.futoin+json,                                                          mimetype,      0x002002b0,
application/vnd.fuzzysheet,                                                           mimetype,      0x002002b1,
application/vnd.genomatix.tuxedo,                                                     mimetype,      0x002002b2,
application/vnd.gentics.grd+json,                                                     mimetype,      0x002002b3,
application/vnd.geo+json,                                                             mimetype,      0x002002b4,
application/vnd.geocube+xml,                                                          mimetype,      0x002002b5,
application/vnd.geogebra.file,                                                        mimetype,      0x002002b6,
application/vnd.geogebra.tool,                                                        mimetype,      0x002002b7,
application/vnd.geometry-explorer,                                                    mimetype,      0x002002b8,
application/vnd.geonext,                                                              mimetype,      0x002002b9,
application/vnd.geoplan,                                                              mimetype,      0x002002ba,
application/vnd.geospace,                                                             mimetype,      0x002002bb,
application/vnd.gerber,                                                               mimetype,      0x002002bc,
application/vnd.globalplatform.card-content-mgt,                                      mimetype,      0x002002bd,
application/vnd.globalplatform.card-content-mgt-response,                             mimetype,      0x002002be,
application/vnd.gmx,                                                                  mimetype,      0x002002bf,
application/vnd.google-earth.kml+xml,                                                 mimetype,      0x002002c0,
application/vnd.google-earth.kmz,                                                     mimetype,      0x002002c1,
application/vnd.gov.sk.e-form+xml,                                                    mimetype,      0x002002c2,
application/vnd.gov.sk.e-form+zip,                                                    mimetype,      0x002002c3,
application/vnd.gov.sk.xmldatacontainer+xml,                                          mimetype,      0x002002c4,
application/vnd.grafeq,                                                               mimetype,      0x002002c5,
application/vnd.gridmp,                                                               mimetype,      0x002002c6,
application/vnd.groove-account,                                                       mimetype,      0x002002c7,
application/vnd.groove-help,                                                          mimetype,      0x002002c8,
application/vnd.groove-identity-message,                                              mimetype,      0x002002c9,
application/vnd.groove-injector,                                                      mimetype,      0x002002ca,
application/vnd.groove-tool-message,                                                  mimetype,      0x002002cb,
application/vnd.groove-tool-template,                                                 mimetype,      0x002002cc,
application/vnd.groove-vcard,                                                         mimetype,      0x002002cd,
application/vnd.hal+json,                                                             mimetype,      0x002002ce,
application/vnd.hal+xml,                                                              mimetype,      0x002002cf,
application/vnd.HandHeld-Entertainment+xml,                                           mimetype,      0x002002d0,
application/vnd.hbci,                                                                 mimetype,      0x002002d1,
application/vnd.hc+json,                                                              mimetype,      0x002002d2,
application/vnd.hcl-bireports,                                                        mimetype,      0x002002d3,
application/vnd.hdt,                                                                  mimetype,      0x002002d4,
application/vnd.heroku+json,                                                          mimetype,      0x002002d5,
application/vnd.hhe.lesson-player,                                                    mimetype,      0x002002d6,
application/vnd.hp-HPGL,                                                              mimetype,      0x002002d7,
application/vnd.hp-hpid,                                                              mimetype,      0x002002d8,
application/vnd.hp-hps,                                                               mimetype,      0x002002d9,
application/vnd.hp-jlyt,                                                              mimetype,      0x002002da,
application/vnd.hp-PCL,                                                               mimetype,      0x002002db,
application/vnd.hp-PCLXL,                                                             mimetype,      0x002002dc,
application/vnd.httphone,                                                             mimetype,      0x002002dd,
application/vnd.hydrostatix.sof-data,                                                 mimetype,      0x002002de,
application/vnd.hyper-item+json,                                                      mimetype,      0x002002df,
application/vnd.hyper+json,                                                           mimetype,      0x002002e0,
application/vnd.hyperdrive+json,                                                      mimetype,      0x002002e1,
application/vnd.hzn-3d-crossword,                                                     mimetype,      0x002002e2,
application/vnd.ibm.afplinedata,                                                      mimetype,      0x002002e3,
application/vnd.ibm.electronic-media,                                                 mimetype,      0x002002e4,
application/vnd.ibm.MiniPay,                                                          mimetype,      0x002002e5,
application/vnd.ibm.modcap,                                                           mimetype,      0x002002e6,
application/vnd.ibm.rights-management,                                                mimetype,      0x002002e7,
application/vnd.ibm.secure-container,                                                 mimetype,      0x002002e8,
application/vnd.iccprofile,                                                           mimetype,      0x002002e9,
application/vnd.ieee.1905,                                                            mimetype,      0x002002ea,
application/vnd.igloader,                                                             mimetype,      0x002002eb,
application/vnd.imagemeter.folder+zip,                                                mimetype,      0x002002ec,
application/vnd.imagemeter.image+zip,                                                 mimetype,      0x002002ed,
application/vnd.immervision-ivp,                                                      mimetype,      0x002002ee,
application/vnd.immervision-ivu,                                                      mimetype,      0x002002ef,
application/vnd.ims.imsccv1p1,                                                        mimetype,      0x002002f0,
application/vnd.ims.imsccv1p2,                                                        mimetype,      0x002002f1,
application/vnd.ims.imsccv1p3,                                                        mimetype,      0x002002f2,
application/vnd.ims.lis.v2.result+json,                                               mimetype,      0x002002f3,
application/vnd.ims.lti.v2.toolconsumerprofile+json,                                  mimetype,      0x002002f4,
application/vnd.ims.lti.v2.toolproxy.id+json,                                         mimetype,      0x002002f5,
application/vnd.ims.lti.v2.toolproxy+json,                                            mimetype,      0x002002f6,
application/vnd.ims.lti.v2.toolsettings+json,                                         mimetype,      0x002002f7,
application/vnd.ims.lti.v2.toolsettings.simple+json,                                  mimetype,      0x002002f8,
application/vnd.informedcontrol.rms+xml,                                              mimetype,      0x002002f9,
application/vnd.infotech.project,                                                     mimetype,      0x002002fa,
application/vnd.infotech.project+xml,                                                 mimetype,      0x002002fb,
application/vnd.informix-visionary,                                                   mimetype,      0x002002fc,
application/vnd.innopath.wamp.notification,                                           mimetype,      0x002002fd,
application/vnd.insors.igm,                                                           mimetype,      0x002002fe,
application/vnd.intercon.formnet,                                                     mimetype,      0x002002ff,
application/vnd.intergeo,                                                             mimetype,      0x00200300,
application/vnd.intertrust.digibox,                                                   mimetype,      0x00200301,
application/vnd.intertrust.nncp,                                                      mimetype,      0x00200302,
application/vnd.intu.qbo,                                                             mimetype,      0x00200303,
application/vnd.intu.qfx,                                                             mimetype,      0x00200304,
application/vnd.iptc.g2.catalogitem+xml,                                              mimetype,      0x00200305,
application/vnd.iptc.g2.conceptitem+xml,                                              mimetype,      0x00200306,
application/vnd.iptc.g2.knowledgeitem+xml,                                            mimetype,      0x00200307,
application/vnd.iptc.g2.newsitem+xml,                                                 mimetype,      0x00200308,
application/vnd.iptc.g2.newsmessage+xml,                                              mimetype,      0x00200309,
application/vnd.iptc.g2.packageitem+xml,                                              mimetype,      0x0020030a,
application/vnd.iptc.g2.planningitem+xml,                                             mimetype,      0x0020030b,
application/vnd.ipunplugged.rcprofile,                                                mimetype,      0x0020030c,
application/vnd.irepository.package+xml,                                              mimetype,      0x0020030d,
application/vnd.is-xpr,                                                               mimetype,      0x0020030e,
application/vnd.isac.fcs,                                                             mimetype,      0x0020030f,
application/vnd.jam,                                                                  mimetype,      0x00200310,
application/vnd.iso11783-10+zip,                                                      mimetype,      0x00200311,
application/vnd.japannet-directory-service,                                           mimetype,      0x00200312,
application/vnd.japannet-jpnstore-wakeup,                                             mimetype,      0x00200313,
application/vnd.japannet-payment-wakeup,                                              mimetype,      0x00200314,
application/vnd.japannet-registration,                                                mimetype,      0x00200315,
application/vnd.japannet-registration-wakeup,                                         mimetype,      0x00200316,
application/vnd.japannet-setstore-wakeup,                                             mimetype,      0x00200317,
application/vnd.japannet-verification,                                                mimetype,      0x00200318,
application/vnd.japannet-verification-wakeup,                                         mimetype,      0x00200319,
application/vnd.jcp.javame.midlet-rms,                                                mimetype,      0x0020031a,
application/vnd.jisp,                                                                 mimetype,      0x0020031b,
application/vnd.joost.joda-archive,                                                   mimetype,      0x0020031c,
application/vnd.jsk.isdn-ngn,                                                         mimetype,      0x0020031d,
application/vnd.kahootz,                                                              mimetype,      0x0020031e,
application/vnd.kde.karbon,                                                           mimetype,      0x0020031f,
application/vnd.kde.kchart,                                                           mimetype,      0x00200320,
application/vnd.kde.kformula,                                                         mimetype,      0x00200321,
application/vnd.kde.kivio,                                                            mimetype,      0x00200322,
application/vnd.kde.kontour,                                                          mimetype,      0x00200323,
application/vnd.kde.kpresenter,                                                       mimetype,      0x00200324,
application/vnd.kde.kspread,                                                          mimetype,      0x00200325,
application/vnd.kde.kword,                                                            mimetype,      0x00200326,
application/vnd.kenameaapp,                                                           mimetype,      0x00200327,
application/vnd.kidspiration,                                                         mimetype,      0x00200328,
application/vnd.Kinar,                                                                mimetype,      0x00200329,
application/vnd.koan,                                                                 mimetype,      0x0020032a,
application/vnd.kodak-descriptor,                                                     mimetype,      0x0020032b,
application/vnd.las,                                                                  mimetype,      0x0020032c,
application/vnd.las.las+json,                                                         mimetype,      0x0020032d,
application/vnd.las.las+xml,                                                          mimetype,      0x0020032e,
application/vnd.laszip,                                                               mimetype,      0x0020032f,
application/vnd.leap+json,                                                            mimetype,      0x00200330,
application/vnd.liberty-request+xml,                                                  mimetype,      0x00200331,
application/vnd.llamagraphics.life-balance.desktop,                                   mimetype,      0x00200332,
application/vnd.llamagraphics.life-balance.exchange+xml,                              mimetype,      0x00200333,
application/vnd.logipipe.circuit+zip,                                                 mimetype,      0x00200334,
application/vnd.loom,                                                                 mimetype,      0x00200335,
application/vnd.lotus-1-2-3,                                                          mimetype,      0x00200336,
application/vnd.lotus-approach,                                                       mimetype,      0x00200337,
application/vnd.lotus-freelance,                                                      mimetype,      0x00200338,
application/vnd.lotus-notes,                                                          mimetype,      0x00200339,
application/vnd.lotus-organizer,                                                      mimetype,      0x0020033a,
application/vnd.lotus-screencam,                                                      mimetype,      0x0020033b,
application/vnd.lotus-wordpro,                                                        mimetype,      0x0020033c,
application/vnd.macports.portpkg,                                                     mimetype,      0x0020033d,
application/vnd.mapbox-vector-tile,                                                   mimetype,      0x0020033e,
application/vnd.marlin.drm.actiontoken+xml,                                           mimetype,      0x0020033f,
application/vnd.marlin.drm.conftoken+xml,                                             mimetype,      0x00200340,
application/vnd.marlin.drm.license+xml,                                               mimetype,      0x00200341,
application/vnd.marlin.drm.mdcf,                                                      mimetype,      0x00200342,
application/vnd.mason+json,                                                           mimetype,      0x00200343,
application/vnd.maxmind.maxmind-db,                                                   mimetype,      0x00200344,
application/vnd.mcd,                                                                  mimetype,      0x00200345,
application/vnd.medcalcdata,                                                          mimetype,      0x00200346,
application/vnd.mediastation.cdkey,                                                   mimetype,      0x00200347,
application/vnd.meridian-slingshot,                                                   mimetype,      0x00200348,
application/vnd.MFER,                                                                 mimetype,      0x00200349,
application/vnd.mfmp,                                                                 mimetype,      0x0020034a,
application/vnd.micro+json,                                                           mimetype,      0x0020034b,
application/vnd.micrografx.flo,                                                       mimetype,      0x0020034c,
application/vnd.micrografx.igx,                                                       mimetype,      0x0020034d,
application/vnd.microsoft.portable-executable,                                        mimetype,      0x0020034e,
application/vnd.microsoft.windows.thumbnail-cache,                                    mimetype,      0x0020034f,
application/vnd.miele+json,                                                           mimetype,      0x00200350,
application/vnd.mif,                                                                  mimetype,      0x00200351,
application/vnd.minisoft-hp3000-save,                                                 mimetype,      0x00200352,
application/vnd.mitsubishi.misty-guard.trustweb,                                      mimetype,      0x00200353,
application/vnd.Mobius.DAF,                                                           mimetype,      0x00200354,
application/vnd.Mobius.DIS,                                                           mimetype,      0x00200355,
application/vnd.Mobius.MBK,                                                           mimetype,      0x00200356,
application/vnd.Mobius.MQY,                                                           mimetype,      0x00200357,
application/vnd.Mobius.MSL,                                                           mimetype,      0x00200358,
application/vnd.Mobius.PLC,                                                           mimetype,      0x00200359,
application/vnd.Mobius.TXF,                                                           mimetype,      0x0020035a,
application/vnd.mophun.application,                                                   mimetype,      0x0020035b,
application/vnd.mophun.certificate,                                                   mimetype,      0x0020035c,
application/vnd.motorola.flexsuite,                                                   mimetype,      0x0020035d,
application/vnd.motorola.flexsuite.adsi,                                              mimetype,      0x0020035e,
application/vnd.motorola.flexsuite.fis,                                               mimetype,      0x0020035f,
application/vnd.motorola.flexsuite.gotap,                                             mimetype,      0x00200360,
application/vnd.motorola.flexsuite.kmr,                                               mimetype,      0x00200361,
application/vnd.motorola.flexsuite.ttc,                                               mimetype,      0x00200362,
application/vnd.motorola.flexsuite.wem,                                               mimetype,      0x00200363,
application/vnd.motorola.iprm,                                                        mimetype,      0x00200364,
application/vnd.mozilla.xul+xml,                                                      mimetype,      0x00200365,
application/vnd.ms-artgalry,                                                          mimetype,      0x00200366,
application/vnd.ms-asf,                                                               mimetype,      0x00200367,
application/vnd.ms-cab-compressed,                                                    mimetype,      0x00200368,
application/vnd.ms-3mfdocument,                                                       mimetype,      0x00200369,
application/vnd.ms-excel,                                                             mimetype,      0x0020036a,
application/vnd.ms-excel.addin.macroEnabled.12,                                       mimetype,      0x0020036b,
application/vnd.ms-excel.sheet.binary.macroEnabled.12,                                mimetype,      0x0020036c,
application/vnd.ms-excel.sheet.macroEnabled.12,                                       mimetype,      0x0020036d,
application/vnd.ms-excel.template.macroEnabled.12,                                    mimetype,      0x0020036e,
application/vnd.ms-fontobject,                                                        mimetype,      0x0020036f,
application/vnd.ms-htmlhelp,                                                          mimetype,      0x00200370,
application/vnd.ms-ims,                                                               mimetype,      0x00200371,
application/vnd.ms-lrm,                                                               mimetype,      0x00200372,
application/vnd.ms-office.activeX+xml,                                                mimetype,      0x00200373,
application/vnd.ms-officetheme,                                                       mimetype,      0x00200374,
application/vnd.ms-playready.initiator+xml,                                           mimetype,      0x00200375,
application/vnd.ms-powerpoint,                                                        mimetype,      0x00200376,
application/vnd.ms-powerpoint.addin.macroEnabled.12,                                  mimetype,      0x00200377,
application/vnd.ms-powerpoint.presentation.macroEnabled.12,                           mimetype,      0x00200378,
application/vnd.ms-powerpoint.slide.macroEnabled.12,                                  mimetype,      0x00200379,
application/vnd.ms-powerpoint.slideshow.macroEnabled.12,                              mimetype,      0x0020037a,
application/vnd.ms-powerpoint.template.macroEnabled.12,                               mimetype,      0x0020037b,
application/vnd.ms-PrintDeviceCapabilities+xml,                                       mimetype,      0x0020037c,
application/vnd.ms-PrintSchemaTicket+xml,                                             mimetype,      0x0020037d,
application/vnd.ms-project,                                                           mimetype,      0x0020037e,
application/vnd.ms-tnef,                                                              mimetype,      0x0020037f,
application/vnd.ms-windows.devicepairing,                                             mimetype,      0x00200380,
application/vnd.ms-windows.nwprinting.oob,                                            mimetype,      0x00200381,
application/vnd.ms-windows.printerpairing,                                            mimetype,      0x00200382,
application/vnd.ms-windows.wsd.oob,                                                   mimetype,      0x00200383,
application/vnd.ms-wmdrm.lic-chlg-req,                                                mimetype,      0x00200384,
application/vnd.ms-wmdrm.lic-resp,                                                    mimetype,      0x00200385,
application/vnd.ms-wmdrm.meter-chlg-req,                                              mimetype,      0x00200386,
application/vnd.ms-wmdrm.meter-resp,                                                  mimetype,      0x00200387,
application/vnd.ms-word.document.macroEnabled.12,                                     mimetype,      0x00200388,
application/vnd.ms-word.template.macroEnabled.12,                                     mimetype,      0x00200389,
application/vnd.ms-works,                                                             mimetype,      0x0020038a,
application/vnd.ms-wpl,                                                               mimetype,      0x0020038b,
application/vnd.ms-xpsdocument,                                                       mimetype,      0x0020038c,
application/vnd.msa-disk-image,                                                       mimetype,      0x0020038d,
application/vnd.mseq,                                                                 mimetype,      0x0020038e,
application/vnd.msign,                                                                mimetype,      0x0020038f,
application/vnd.multiad.creator,                                                      mimetype,      0x00200390,
application/vnd.multiad.creator.cif,                                                  mimetype,      0x00200391,
application/vnd.musician,                                                             mimetype,      0x00200392,
application/vnd.music-niff,                                                           mimetype,      0x00200393,
application/vnd.muvee.style,                                                          mimetype,      0x00200394,
application/vnd.mynfc,                                                                mimetype,      0x00200395,
application/vnd.ncd.control,                                                          mimetype,      0x00200396,
application/vnd.ncd.reference,                                                        mimetype,      0x00200397,
application/vnd.nearst.inv+json,                                                      mimetype,      0x00200398,
application/vnd.nervana,                                                              mimetype,      0x00200399,
application/vnd.netfpx,                                                               mimetype,      0x0020039a,
application/vnd.neurolanguage.nlu,                                                    mimetype,      0x0020039b,
application/vnd.nimn,                                                                 mimetype,      0x0020039c,
application/vnd.nintendo.snes.rom,                                                    mimetype,      0x0020039d,
application/vnd.nintendo.nitro.rom,                                                   mimetype,      0x0020039e,
application/vnd.nitf,                                                                 mimetype,      0x0020039f,
application/vnd.noblenet-directory,                                                   mimetype,      0x002003a0,
application/vnd.noblenet-sealer,                                                      mimetype,      0x002003a1,
application/vnd.noblenet-web,                                                         mimetype,      0x002003a2,
application/vnd.nokia.catalogs,                                                       mimetype,      0x002003a3,
application/vnd.nokia.conml+wbxml,                                                    mimetype,      0x002003a4,
application/vnd.nokia.conml+xml,                                                      mimetype,      0x002003a5,
application/vnd.nokia.iptv.config+xml,                                                mimetype,      0x002003a6,
application/vnd.nokia.iSDS-radio-presets,                                             mimetype,      0x002003a7,
application/vnd.nokia.landmark+wbxml,                                                 mimetype,      0x002003a8,
application/vnd.nokia.landmark+xml,                                                   mimetype,      0x002003a9,
application/vnd.nokia.landmarkcollection+xml,                                         mimetype,      0x002003aa,
application/vnd.nokia.ncd,                                                            mimetype,      0x002003ab,
application/vnd.nokia.n-gage.ac+xml,                                                  mimetype,      0x002003ac,
application/vnd.nokia.n-gage.data,                                                    mimetype,      0x002003ad,
application/vnd.nokia.n-gage.symbian.install,                                         mimetype,      0x002003ae,
application/vnd.nokia.pcd+wbxml,                                                      mimetype,      0x002003af,
application/vnd.nokia.pcd+xml,                                                        mimetype,      0x002003b0,
application/vnd.nokia.radio-preset,                                                   mimetype,      0x002003b1,
application/vnd.nokia.radio-presets,                                                  mimetype,      0x002003b2,
application/vnd.novadigm.EDM,                                                         mimetype,      0x002003b3,
application/vnd.novadigm.EDX,                                                         mimetype,      0x002003b4,
application/vnd.novadigm.EXT,                                                         mimetype,      0x002003b5,
application/vnd.ntt-local.content-share,                                              mimetype,      0x002003b6,
application/vnd.ntt-local.file-transfer,                                              mimetype,      0x002003b7,
application/vnd.ntt-local.ogw_remote-access,                                          mimetype,      0x002003b8,
application/vnd.ntt-local.sip-ta_remote,                                              mimetype,      0x002003b9,
application/vnd.ntt-local.sip-ta_tcp_stream,                                          mimetype,      0x002003ba,
application/vnd.oasis.opendocument.chart,                                             mimetype,      0x002003bb,
application/vnd.oasis.opendocument.chart-template,                                    mimetype,      0x002003bc,
application/vnd.oasis.opendocument.database,                                          mimetype,      0x002003bd,
application/vnd.oasis.opendocument.formula,                                           mimetype,      0x002003be,
application/vnd.oasis.opendocument.formula-template,                                  mimetype,      0x002003bf,
application/vnd.oasis.opendocument.graphics,                                          mimetype,      0x002003c0,
application/vnd.oasis.opendocument.graphics-template,                                 mimetype,      0x002003c1,
application/vnd.oasis.opendocument.image,                                             mimetype,      0x002003c2,
application/vnd.oasis.opendocument.image-template,                                    mimetype,      0x002003c3,
application/vnd.oasis.opendocument.presentation,                                      mimetype,      0x002003c4,
application/vnd.oasis.opendocument.presentation-template,                             mimetype,      0x002003c5,
application/vnd.oasis.opendocument.spreadsheet,                                       mimetype,      0x002003c6,
application/vnd.oasis.opendocument.spreadsheet-template,                              mimetype,      0x002003c7,
application/vnd.oasis.opendocument.text,                                              mimetype,      0x002003c8,
application/vnd.oasis.opendocument.text-master,                                       mimetype,      0x002003c9,
application/vnd.oasis.opendocument.text-template,                                     mimetype,      0x002003ca,
application/vnd.oasis.opendocument.text-web,                                          mimetype,      0x002003cb,
application/vnd.obn,                                                                  mimetype,      0x002003cc,
application/vnd.ocf+cbor,                                                             mimetype,      0x002003cd,
application/vnd.oftn.l10n+json,                                                       mimetype,      0x002003ce,
application/vnd.oipf.contentaccessdownload+xml,                                       mimetype,      0x002003cf,
application/vnd.oipf.contentaccessstreaming+xml,                                      mimetype,      0x002003d0,
application/vnd.oipf.cspg-hexbinary,                                                  mimetype,      0x002003d1,
application/vnd.oipf.dae.svg+xml,                                                     mimetype,      0x002003d2,
application/vnd.oipf.dae.xhtml+xml,                                                   mimetype,      0x002003d3,
application/vnd.oipf.mippvcontrolmessage+xml,                                         mimetype,      0x002003d4,
application/vnd.oipf.pae.gem,                                                         mimetype,      0x002003d5,
application/vnd.oipf.spdiscovery+xml,                                                 mimetype,      0x002003d6,
application/vnd.oipf.spdlist+xml,                                                     mimetype,      0x002003d7,
application/vnd.oipf.ueprofile+xml,                                                   mimetype,      0x002003d8,
application/vnd.oipf.userprofile+xml,                                                 mimetype,      0x002003d9,
application/vnd.olpc-sugar,                                                           mimetype,      0x002003da,
application/vnd.oma.bcast.associated-procedure-parameter+xml,                         mimetype,      0x002003db,
application/vnd.oma.bcast.drm-trigger+xml,                                            mimetype,      0x002003dc,
application/vnd.oma.bcast.imd+xml,                                                    mimetype,      0x002003dd,
application/vnd.oma.bcast.ltkm,                                                       mimetype,      0x002003de,
application/vnd.oma.bcast.notification+xml,                                           mimetype,      0x002003df,
application/vnd.oma.bcast.provisioningtrigger,                                        mimetype,      0x002003e0,
application/vnd.oma.bcast.sgboot,                                                     mimetype,      0x002003e1,
application/vnd.oma.bcast.sgdd+xml,                                                   mimetype,      0x002003e2,
application/vnd.oma.bcast.sgdu,                                                       mimetype,      0x002003e3,
application/vnd.oma.bcast.simple-symbol-container,                                    mimetype,      0x002003e4,
application/vnd.oma.bcast.smartcard-trigger+xml,                                      mimetype,      0x002003e5,
application/vnd.oma.bcast.sprov+xml,                                                  mimetype,      0x002003e6,
application/vnd.oma.bcast.stkm,                                                       mimetype,      0x002003e7,
application/vnd.oma.cab-address-book+xml,                                             mimetype,      0x002003e8,
application/vnd.oma.cab-feature-handler+xml,                                          mimetype,      0x002003e9,
application/vnd.oma.cab-pcc+xml,                                                      mimetype,      0x002003ea,
application/vnd.oma.cab-subs-invite+xml,                                              mimetype,      0x002003eb,
application/vnd.oma.cab-user-prefs+xml,                                               mimetype,      0x002003ec,
application/vnd.oma.dcd,                                                              mimetype,      0x002003ed,
application/vnd.oma.dcdc,                                                             mimetype,      0x002003ee,
application/vnd.oma.dd2+xml,                                                          mimetype,      0x002003ef,
application/vnd.oma.drm.risd+xml,                                                     mimetype,      0x002003f0,
application/vnd.oma.group-usage-list+xml,                                             mimetype,      0x002003f1,
application/vnd.oma.lwm2m+json,                                                       mimetype,      0x002003f2,
application/vnd.oma.lwm2m+tlv,                                                        mimetype,      0x002003f3,
application/vnd.oma.pal+xml,                                                          mimetype,      0x002003f4,
application/vnd.oma.poc.detailed-progress-report+xml,                                 mimetype,      0x002003f5,
application/vnd.oma.poc.final-report+xml,                                             mimetype,      0x002003f6,
application/vnd.oma.poc.groups+xml,                                                   mimetype,      0x002003f7,
application/vnd.oma.poc.invocation-descriptor+xml,                                    mimetype,      0x002003f8,
application/vnd.oma.poc.optimized-progress-report+xml,                                mimetype,      0x002003f9,
application/vnd.oma.push,                                                             mimetype,      0x002003fa,
application/vnd.oma.scidm.messages+xml,                                               mimetype,      0x002003fb,
application/vnd.oma.xcap-directory+xml,                                               mimetype,      0x002003fc,
application/vnd.omads-email+xml,                                                      mimetype,      0x002003fd,
application/vnd.omads-file+xml,                                                       mimetype,      0x002003fe,
application/vnd.omads-folder+xml,                                                     mimetype,      0x002003ff,
application/vnd.omaloc-supl-init,                                                     mimetype,      0x00200400,
application/vnd.oma-scws-config,                                                      mimetype,      0x00200401,
application/vnd.oma-scws-http-request,                                                mimetype,      0x00200402,
application/vnd.oma-scws-http-response,                                               mimetype,      0x00200403,
application/vnd.onepager,                                                             mimetype,      0x00200404,
application/vnd.onepagertamp,                                                         mimetype,      0x00200405,
application/vnd.onepagertamx,                                                         mimetype,      0x00200406,
application/vnd.onepagertat,                                                          mimetype,      0x00200407,
application/vnd.onepagertatp,                                                         mimetype,      0x00200408,
application/vnd.onepagertatx,                                                         mimetype,      0x00200409,
application/vnd.openblox.game-binary,                                                 mimetype,      0x0020040a,
application/vnd.openblox.game+xml,                                                    mimetype,      0x0020040b,
application/vnd.openeye.oeb,                                                          mimetype,      0x0020040c,
application/vnd.openstreetmap.data+xml,                                               mimetype,      0x0020040d,
application/vnd.openxmlformats-officedocument.custom-properties+xml,                  mimetype,      0x0020040e,
application/vnd.openxmlformats-officedocument.customXmlProperties+xml,                mimetype,      0x0020040f,
application/vnd.openxmlformats-officedocument.drawing+xml,                            mimetype,      0x00200410,
application/vnd.openxmlformats-officedocument.drawingml.chart+xml,                    mimetype,      0x00200411,
application/vnd.openxmlformats-officedocument.drawingml.chartshapes+xml,              mimetype,      0x00200412,
application/vnd.openxmlformats-officedocument.drawingml.diagramColors+xml,            mimetype,      0x00200413,
application/vnd.openxmlformats-officedocument.drawingml.diagramData+xml,              mimetype,      0x00200414,
application/vnd.openxmlformats-officedocument.drawingml.diagramLayout+xml,            mimetype,      0x00200415,
application/vnd.openxmlformats-officedocument.drawingml.diagramStyle+xml,             mimetype,      0x00200416,
application/vnd.openxmlformats-officedocument.extended-properties+xml,                mimetype,      0x00200417,
application/vnd.openxmlformats-officedocument.presentationml.commentAuthors+xml,      mimetype,      0x00200418,
application/vnd.openxmlformats-officedocument.presentationml.comments+xml,            mimetype,      0x00200419,
application/vnd.openxmlformats-officedocument.presentationml.handoutMaster+xml,       mimetype,      0x0020041a,
application/vnd.openxmlformats-officedocument.presentationml.notesMaster+xml,         mimetype,      0x0020041b,
